Datum;Breite;Höhe;R;Zoll;RF;Speed_Index;Load_Index;Fabrikat;Profil;Teilenummer;Preis_Leasing_Netto
01.01.2025;225;60;R;17;XL;V;103;Bridgestone;Turanza All Season 6;ZTR226606WBZ00;168.98
01.01.2025;225;60;R;17;XL;V;103;Bridgestone;Weather Control A005 Evo;ZTR226607VB5V0;154.48
01.01.2025;225;60;R;18;XL;V;104;Bridgestone;Turanza All Season 6;ZTR226607VBZ00;152.30
01.01.2025;185;55;R;15;XL;H;86;Bridgestone;Weather Control A005;ZTR226608VBA51;158.67
01.01.2025;195;55;R;15;XL;V;89;Bridgestone;Weather Control A005 Evo;ZTR186555HB5V0;116.70
01.01.2025;185;55;R;16;XL;V;87;Bridgestone;Weather Control A005 Evo;ZTR196555VB5V0;114.56
01.01.2025;185;55;R;16;XL;V;87;Bridgestone;Weather Control A005 Evo;ZTR186556VB5V0;149.23
01.01.2025;195;55;R;16;XL;V;91;Bridgestone;Turanza All Season 6;ZTR186556VBZ00;147.60
01.01.2025;195;55;R;16;XL;V;91;Bridgestone;Weather Control A005 Evo;ZTR196556VB5V0;132.06
01.01.2025;205;55;R;16;XL;H;91;Bridgestone;Unbekannt;ZTR196556VBZ00;130.47
01.01.2025;205;55;R;16;XL;W;91;Bridgestone;Unbekannt;ZTR205556HBZ00;89.16
01.01.2025;205;55;R;16;XL;V;94;Bridgestone;Weather Control A005 Evo;ZTR205556HB5V0;90.77
01.01.2025;205;55;R;16;XL;V;94;Bridgestone;Weather Control A005 Evo;ZTR206556VB5V0;98.63
01.01.2025;215;55;R;16;XL;V;97;Bridgestone;Turanza All Season 6;ZTR206556VBZ00;94.91
01.01.2025;215;55;R;16;XL;V;97;Bridgestone;Weather Control A005 Evo;ZTR216556VB5V0;146.64
01.01.2025;225;55;R;16;XL;W;99;Bridgestone;Turanza All Season 6;ZTR216556VBZ00;143.73
01.01.2025;225;55;R;16;XL;W;99;Bridgestone;Weather Control A005 Evo;ZTR226556WB5V0;154.20
01.01.2025;205;55;R;17;XL;V;95;Bridgestone;Turanza All Season 6;ZTR226556WBZ00;152.67
01.01.2025;205;55;R;17;XL;V;95;Bridgestone;Weather Control A005 Evo;ZTR206557VB5V0;144.44
01.01.2025;205;55;R;17;XL;V;95;Bridgestone;Turanza All Season 6;ZTR206557VBZ00;144.44
01.01.2025;215;55;R;17;XL;W;98;Bridgestone;Weather Control A005 Evo;ZTR216557WB5V0;158.72
01.01.2025;215;55;R;17;XL;H;98;Bridgestone;Turanza All Season 6;ZTR216557WBZ00;145.58
01.01.2025;225;55;R;17;XL;W;101;Bridgestone;Weather Control A005;ZTR216557HBA50;149.02
01.01.2025;225;55;R;17;XL;W;101;Bridgestone;Weather Control A005 Evo;ZTR226557WB5V0;157.72
01.01.2025;235;55;R;17;XL;H;103;Bridgestone;Turanza All Season 6;ZTR226557WBZ00;159.21
01.01.2025;235;55;R;17;XL;V;103;Bridgestone;Weather Control A005;ZTR236557HBA50;163.47
01.01.2025;205;55;R;19;XL;V;97;Bridgestone;Weather Control A005;ZTR236557VBZ01;157.56
01.01.2025;235;55;R;19;XL;T;101;Bridgestone;Unbekannt;ZTR206559VBZ00;172.67
01.01.2025;195;55;R;20;XL;H;95;Bridgestone;Weather Control A005 B-Seal (+) AO (+), AO, B-Seal (Airstop), ServOff;ZTR233559TBZ0X;179.73
01.01.2025;195;55;R;20;XL;H;95;Bridgestone;Weather Control A005 Evo;ZTR196550HB5V0;130.65
01.01.2025;195;50;R;15;XL;V;82;Bridgestone;Unbekannt;ZTR196550HBZ00;130.65
01.01.2025;185;50;R;16;XL;H;85;Bridgestone;Weather Control A005 Evo;ZTR195505VB5V0;80.18
01.01.2025;205;50;R;17;XL;W;93;Bridgestone;Turanza All Season 6;ZTR186506HBZ00;155.76
01.01.2025;205;50;R;17;XL;W;93;Bridgestone;Weather Control A005 Evo;ZTR206507WB5V0;148.07
01.01.2025;205;50;R;17;XL;V;93;Bridgestone;Turanza All Season 6;ZTR206507WBZ00;148.07
01.01.2025;205;50;R;17;XL;V;93;Bridgestone;Weather Control A005 Evo;ZTR206507VB5V0;145.84
01.01.2025;215;50;R;17;XL;W;95;Bridgestone;Turanza All Season 6;ZTR206507VBZ00;142.34
01.01.2025;215;50;R;17;XL;W;95;Bridgestone;Weather Control A005 Evo;ZTR216507WB5V0;152.26
01.01.2025;215;50;R;17;XL;H;95;Bridgestone;Turanza All Season 6;ZTR216507WBZ00;150.06
01.01.2025;225;50;R;17;XL;V;98;Bridgestone;Weather Control A005 Evo;ZTR216507HBA50;162.64
01.01.2025;225;50;R;17;XL;V;98;Bridgestone;Weather Control A005 Evo;ZTR226507VB5V0;152.64
01.01.2025;215;50;R;18;XL;W;92;Bridgestone;Unbekannt;ZTR226507VBZ00;150.37
01.01.2025;225;50;R;18;XL;W;99;Bridgestone;Turanza All Season 6;ZTR215508WBZ00;171.67
01.01.2025;235;50;R;18;XL;H;101;Bridgestone;Turanza All Season 6;ZTR226508WBZ00;180.33
01.01.2025;235;50;R;18;XL;V;101;Bridgestone;Weather Control A005;ZTR236508HBA50;162.92
01.01.2025;245;50;R;18;XL;V;100;Bridgestone;Unbekannt;ZTR236508VBZ01;159.21
01.01.2025;245;50;R;18;XL;V;100;Bridgestone;Unbekannt;ZTR245508VBZ00;215.83
01.01.2025;215;50;R;19;XL;T;93;Bridgestone;Unbekannt;ZTR245508VB5V0;224.21
01.01.2025;255;50;R;19;XL;T;103;Bridgestone;Unbekannt;ZTR213509TBZ0V;164.77
01.01.2025;195;45;R;16;XL;H;84;Bridgestone;Weather Control A005 B-Seal (+) AO (+), AO, B-Seal (Airstop);ZTR253509TBZ0X;188.40
01.01.2025;195;45;R;16;XL;H;84;Bridgestone;Weather Control A005 Evo;ZTR196456HB5V0;126.84
01.01.2025;215;45;R;16;XL;V;90;Bridgestone;Turanza All Season 6;ZTR196456HBZ00;125.31
01.01.2025;205;45;R;17;XL;V;88;Bridgestone;Turanza All Season 6;ZTR216456VBZ00;154.62
01.01.2025;205;45;R;17;XL;V;88;Bridgestone;Weather Control A005 Evo;ZTR206457VB5V0;146.97
01.01.2025;215;45;R;17;XL;W;91;Bridgestone;Turanza All Season 6;ZTR206457VBZ00;144.84
01.01.2025;215;45;R;17;XL;W;91;Bridgestone;Weather Control A005 Evo;ZTR216457WB5V0;133.52
01.01.2025;225;45;R;17;XL;W;94;Bridgestone;Turanza All Season 6;ZTR216457WBZ00;130.37
01.01.2025;225;45;R;17;XL;W;94;Bridgestone;Weather Control A005 Evo;ZTR226457WB5V0;108.02
01.01.2025;225;45;R;17;XL;V;94;Bridgestone;Turanza All Season 6;ZTR226457WBZ00;106.52
01.01.2025;225;45;R;17;XL;V;94;Bridgestone;Weather Control A005 Evo;ZTR226457VB5V0;112.72
01.01.2025;235;45;R;17;XL;Y;97;Bridgestone;Turanza All Season 6;ZTR226457VBZ00;111.13
01.01.2025;235;45;R;17;XL;Y;97;Bridgestone;Weather Control A005 Evo;ZTR236457YB5V0;132.29
01.01.2025;245;45;R;17;XL;Y;99;Bridgestone;Turanza All Season 6;ZTR236457YBZ00;129.27
01.01.2025;245;45;R;17;XL;Y;99;Bridgestone;Weather Control A005 Evo;ZTR246457YB5V0;176.54
01.01.2025;215;45;R;18;XL;Y;93;Bridgestone;Turanza All Season 6;ZTR246457YBZ00;172.22
01.01.2025;225;45;R;18;XL;W;95;Bridgestone;Turanza All Season 6;ZTR216458YBZ00;181.31
01.01.2025;225;45;R;18;XL;V;95;Bridgestone;Turanza All Season 6;ZTR226458WBZ00;162.11
01.01.2025;235;45;R;18;XL;Y;98;Bridgestone;Weather Control A005 Evo;ZTR226458VB5V0;168.34
01.01.2025;235;45;R;18;XL;Y;98;Bridgestone;Weather Control A005 Evo;ZTR236458YB5V0;172.38
01.01.2025;245;45;R;18;XL;Y;100;Bridgestone;Turanza All Season 6;ZTR236458YBZ00;170.59
01.01.2025;245;45;R;18;XL;Y;100;Bridgestone;Weather Control A005 Evo;ZTR246458YB5V0;170.43
01.01.2025;255;45;R;18;XL;Y;103;Bridgestone;Turanza All Season 6;ZTR246458YBZ01;166.81
01.01.2025;255;45;R;18;XL;Y;103;Bridgestone;Weather Control A005 Evo;ZTR256458YB5V0;189.20
01.01.2025;225;45;R;19;XL;W;96;Bridgestone;Turanza All Season 6 Y, ServOff;ZTR256458YBZ00;181.22
01.01.2025;225;45;R;19;XL;V;96;Bridgestone;Turanza All Season 6;ZTR226459WBZ00;203.72
01.01.2025;235;45;R;19;XL;W;99;Bridgestone;Weather Control A005 Evo;ZTR226459VB5V0;211.42
01.01.2025;245;45;R;19;XL;W;102;Bridgestone;Turanza All Season 6;ZTR236459WBZ00;221.42
01.01.2025;245;45;R;19;XL;V;102;Bridgestone;Turanza All Season 6;ZTR246459WBZ00;223.21
01.01.2025;245;45;R;20;XL;W;103;Bridgestone;Weather Control A005 Evo;ZTR246459VB5V0;225.22
01.01.2025;245;45;R;20;XL;W;99;Bridgestone;Unbekannt;ZTR246450WBZ00;236.70
01.01.2025;255;45;R;20;XL;Y;105;Bridgestone;Weather Control A005 Evo;ZTR245450WB5V0;239.28
01.01.2025;275;45;R;20;XL;W;110;Bridgestone;Turanza All Season 6;ZTR256450YBZ00;256.84
01.01.2025;275;45;R;21;XL;W;110;Bridgestone;Turanza All Season 6;ZTR276450WBZ00;261.03
01.01.2025;205;40;R;17;XL;W;84;Bridgestone;Turanza All Season 6;ZTR276451WBZ00;250.45
01.01.2025;205;40;R;17;XL;W;84;Bridgestone;Weather Control A005 Evo;ZTR206407WBZ00;130.52
01.01.2025;215;40;R;18;XL;Y;89;Bridgestone;Turanza All Season 6;ZTR206407WBZ01;128.70
01.01.2025;225;40;R;18;XL;Y;92;Bridgestone;Turanza All Season 6;ZTR216408YBZ00;166.90
01.01.2025;235;40;R;18;XL;W;95;Bridgestone;Turanza All Season 6;ZTR226408YBZ00;116.93
01.01.2025;235;40;R;18;XL;W;95;Bridgestone;Weather Control A005 Evo;ZTR236408WB5V0;153.47
01.01.2025;245;40;R;18;XL;Y;97;Bridgestone;Turanza All Season 6;ZTR236408WBZ00;151.73
01.01.2025;245;40;R;18;XL;Y;97;Bridgestone;Weather Control A005 Evo;ZTR246408YB5V0;156.72
01.01.2025;225;40;R;19;XL;Y;93;Bridgestone;Turanza All Season 6;ZTR246408YBZ00;157.21
01.01.2025;225;40;R;19;XL;Y;93;Bridgestone;Weather Control A005 Evo;ZTR226409YB5V0;200.17
01.01.2025;235;40;R;19;XL;Y;96;Bridgestone;Turanza All Season 6;ZTR226409YBZ00;196.04
01.01.2025;235;40;R;19;XL;Y;96;Bridgestone;Weather Control A005 Evo;ZTR236409YB5V0;208.50
01.01.2025;245;40;R;19;XL;Y;98;Bridgestone;Turanza All Season 6;ZTR236409YBZ00;207.61
01.01.2025;245;40;R;19;XL;Y;98;Bridgestone;Weather Control A005 Evo;ZTR246409YB5V0;205.27
01.01.2025;255;40;R;19;XL;W;100;Bridgestone;Turanza All Season 6;ZTR246409YBZ00;200.92
01.01.2025;255;40;R;19;XL;V;100;Bridgestone;Turanza All Season 6;ZTR256409WBZ00;200.92
01.01.2025;275;40;R;19;XL;Y;105;Bridgestone;Weather Control A005 Evo;ZTR256409VB5V0;218.61
01.01.2025;275;40;R;19;XL;Y;105;Bridgestone;Weather Control A005 Evo;ZTR276409YB5V0;269.38
01.01.2025;255;35;R;18;XL;Y;94;Bridgestone;Turanza All Season 6;ZTR276409YBZ00;269.38
01.01.2025;255;35;R;18;XL;Y;94;Bridgestone;Weather Control A005 Evo;ZTR256358YB5V0;175.74
01.01.2025;235;35;R;19;XL;Y;91;Bridgestone;Turanza All Season 6;ZTR256358YBZ00;173.84
01.01.2025;235;35;R;19;XL;Y;91;Bridgestone;Weather Control A005 Evo;ZTR236359YB5V0;192.43
01.01.2025;245;35;R;19;XL;Y;93;Bridgestone;Turanza All Season 6;ZTR236359YBZ00;182.74
01.01.2025;255;35;R;19;XL;Y;96;Bridgestone;Turanza All Season 6;ZTR246359YBZ00;238.26
01.01.2025;255;35;R;19;XL;Y;96;Bridgestone;Weather Control A005 Evo;ZTR256359YB5V0;203.22
01.01.2025;125;80;R;13;XL;Y;80;Continental;Unbekannt;ZTR256359YBZ00;198.76
01.01.2025;145;80;R;13;XL;Y;75;Continental;Unbekannt;ZTR125803MCZ00;65.59
01.01.2025;165;70;R;14;XL;T;85;Continental;AllSeason Contact EVc,;ZTR145803MCZ00;69.62
01.01.2025;165;70;R;14;XL;T;81;Continental;AllSeason Contact EVc;ZTR166704TCAL0;81.70
01.01.2025;175;70;R;14;XL;T;88;Continental;AllSeason Contact EVc,;ZTR165704TCAL0;80.33
01.01.2025;185;70;R;14;XL;T;88;Continental;Unbekannt;ZTR176704TCAL0;105.79
01.01.2025;215;70;R;16;XL;H;100;Continental;Unbekannt;ZTR185704TCAL0;98.79
01.01.2025;155;65;R;14;XL;T;75;Continental;Unbekannt;ZTR215706HCAL0;156.97
01.01.2025;165;65;R;14;XL;T;79;Continental;Unbekannt;ZTR155654TCAL0;75.10
01.01.2025;175;65;R;14;;T;82;Continental;Unbekannt;ZTR165654TCAL0;82.29
01.01.2025;175;65;R;14;XL;H;86;Continental;AllSeason Contact EVc,;ZTR175654TCAL0;78.57
01.01.2025;185;65;R;14;XL;T;90;Continental;AllSeason Contact EVc,;ZTR176654HCAL0;80.09
01.01.2025;165;65;R;15;XL;T;81;Continental;Unbekannt;ZTR186654TCAL0;101.87
01.01.2025;175;65;R;15;XL;T;88;Continental;AllSeason Contact EVc,;ZTR165655TCAL1;93.28
01.01.2025;175;65;R;15;XL;H;84;Continental;Unbekannt;ZTR176655TCAL0;101.68
01.01.2025;185;65;R;15;XL;T;88;Continental;Unbekannt;ZTR175655HCAL0;100.61
01.01.2025;185;65;R;15;XL;T;92;Continental;AllSeason Contact 2 EVc,;ZTR185655TCZ00;87.57
01.01.2025;185;65;R;15;XL;H;88;Continental;Unbekannt;ZTR186655TCZ00;89.82
01.01.2025;185;65;R;15;XL;V;92;Continental;AllSeason Contact 2 EVc,;ZTR185655HCZ00;90.90
01.01.2025;195;65;R;15;XL;H;91;Continental;Unbekannt;ZTR186655VCZ00;96.70
01.01.2025;195;65;R;15;XL;H;95;Continental;AllSeason Contact 2 EVc,;ZTR195655HCZ01;86.81
01.01.2025;195;65;R;15;XL;V;95;Continental;AllSeason Contact 2 EVc, N, ServOff;ZTR196655HCZ00;70.26
01.01.2025;205;65;R;15;XL;H;99;Continental;AllSeason Contact 2 EVc,;ZTR196655VCZ01;88.46
01.01.2025;205;65;R;15;XL;V;99;Continental;AllSeason Contact EVc,;ZTR206655HCAL0;125.29
01.01.2025;205;65;R;15;XL;V;99;Continental;AllSeason Contact EVc,;ZTR206655VCAL0;127.02
01.01.2025;215;65;R;16;XL;H;98;Continental;Unbekannt;ZTR206655VCZ00;127.02
01.01.2025;215;65;R;16;XL;H;102;Continental;AllSeason Contact 2 EVc,;ZTR215656HCZ00;137.56
01.01.2025;215;65;R;16;XL;V;102;Continental;AllSeason Contact EVc,;ZTR216656HCAL0;138.39
01.01.2025;215;65;R;16;XL;V;102;Continental;AllSeason Contact EVc,;ZTR216656VCZ00;140.37
01.01.2025;175;65;R;17;XL;H;87;Continental;Unbekannt;ZTR216656VCZ01;140.37
01.01.2025;175;65;R;17;XL;H;87;Continental;Unbekannt;ZTR175657HCZ00;120.58
01.01.2025;205;65;R;17;XL;H;100;Continental;AllSeason Contact 2 EVc,;ZTR175657HCZ01;120.58
01.01.2025;215;65;R;17;XL;H;99;Continental;Unbekannt;ZTR206657HCZ00;187.57
01.01.2025;215;65;R;17;XL;V;103;Continental;AllSeason Contact EVc,;ZTR215657HCZ00;142.23
01.01.2025;215;65;R;17;XL;V;99;Continental;Unbekannt;ZTR216657VCZ00;142.97
01.01.2025;215;65;R;17;XL;V;99;Continental;Unbekannt;ZTR213657VCAL0;157.76
01.01.2025;225;65;R;17;XL;V;106;Continental;AllSeason Contact EVc,;ZTR215657VCAL0;157.76
01.01.2025;235;65;R;17;XL;V;108;Continental;AllSeason Contact 2 EVc,;ZTR226657VCZ00;155.29
01.01.2025;185;60;R;14;XL;H;86;Continental;AllSeason Contact 2 EVc,;ZTR236657VCZ00;161.87
01.01.2025;165;60;R;15;XL;H;77;Continental;Unbekannt;ZTR186604HCAL0;85.60
01.01.2025;185;60;R;15;XL;H;88;Continental;AllSeason Contact 2 EVc,;ZTR165605HCZ00;104.97
01.01.2025;185;60;R;15;XL;V;88;Continental;AllSeason Contact 2 EVc,;ZTR186605HCZ00;104.49
01.01.2025;195;60;R;15;XL;H;88;Continental;Unbekannt;ZTR186605VCZ00;104.99
01.01.2025;205;60;R;15;XL;V;95;Continental;AllSeason Contact 2 EVc,;ZTR195605HCZ00;101.37
01.01.2025;195;60;R;16;XL;H;89;Continental;Unbekannt;ZTR206605VCZ00;134.47
01.01.2025;205;60;R;16;XL;H;96;Continental;AllSeason Contact 2 EVc,;ZTR195606HCZ00;146.10
01.01.2025;205;60;R;16;XL;H;96;Continental;AllSeason Contact EVc,;ZTR206606HCZ00;131.62
01.01.2025;205;60;R;16;XL;V;96;Continental;AllSeason Contact 2 EVc,;ZTR206606HCZ01;131.62
01.01.2025;205;60;R;16;XL;V;96;Continental;Contact TS 815 Seal ContiSeal (AirStop), ServOff;ZTR204606VC151;128.53
01.01.2025;215;60;R;16;XL;V;99;Continental;AllSeason Contact 2 EVc,;ZTR206606VCZ00;144.89
01.01.2025;215;60;R;16;XL;V;95;Continental;Unbekannt;ZTR216606VCZ00;163.14
01.01.2025;225;60;R;16;XL;W;102;Continental;Contact TS 815 Seal ServOff;ZTR213606VC150;148.49
01.01.2025;235;60;R;16;XL;H;100;Continental;Unbekannt;ZTR226606WCZ00;177.57
01.01.2025;205;60;R;17;XL;W;97;Continental;AllSeason Contact EVc,;ZTR235606HCAL0;160.31
01.01.2025;215;60;R;17;XL;H;96;Continental;Unbekannt;ZTR206607WCZ00;167.82
01.01.2025;215;60;R;17;XL;H;96;Continental;Unbekannt;ZTR215607HCZ00;151.31
01.01.2025;215;60;R;17;XL;V;100;Continental;AllSeason Contact REN, EVc,;ZTR215607HCAL0;151.31
01.01.2025;225;60;R;17;XL;V;103;Continental;AllSeason Contact 2 EVc,;ZTR216607VCZ00;152.87
01.01.2025;235;60;R;17;XL;H;102;Continental;Unbekannt;ZTR226607VCZ00;160.91
01.01.2025;235;60;R;17;XL;V;102;Continental;Unbekannt;ZTR235607HCZ00;166.36
01.01.2025;175;60;R;18;XL;H;85;Continental;Unbekannt;ZTR235607VCAL0;169.37
01.01.2025;195;60;R;18;XL;H;96;Continental;AllSeason Contact 2 EVc,;ZTR175608HCZ00;159.19
01.01.2025;215;60;R;18;XL;H;98;Continental;Unbekannt;ZTR196608HCZ00;161.10
01.01.2025;215;60;R;18;XL;H;102;Continental;AllSeason Contact EVc,;ZTR215608HCZ00;161.31
01.01.2025;225;60;R;18;XL;W;104;Continental;AllSeason Contact 2 EVc,;ZTR216608HCZ00;170.84
01.01.2025;225;60;R;18;XL;H;100;Continental;Unbekannt;ZTR226608WCZ00;161.39
01.01.2025;235;60;R;18;XL;W;107;Continental;AllSeason Contact 2 EVc,;ZTR225608HCZ00;157.92
01.01.2025;235;60;R;18;XL;T;103;Continental;Unbekannt;ZTR236608WCZ00;163.57
01.01.2025;235;60;R;18;XL;T;103;Continental;Unbekannt;ZTR235608TCZ00;157.24
01.01.2025;235;60;R;18;XL;V;107;Continental;AllSeason Contact 2 ContiSeal (Airstop) EVc,;ZTR233608TCZ00;164.68
01.01.2025;255;60;R;18;XL;V;112;Continental;AllSeason Contact 2 EVc,;ZTR236608VCZ00;161.61
01.01.2025;175;55;R;15;XL;T;77;Continental;Unbekannt;ZTR256608VCZ00;160.80
01.01.2025;185;55;R;15;XL;H;86;Continental;AllSeason Contact EVc,;ZTR175555TCAL0;110.14
01.01.2025;195;55;R;15;XL;H;89;Continental;AllSeason Contact 2 EVc,;ZTR186555HCZ00;121.31
01.01.2025;185;55;R;16;XL;V;87;Continental;AllSeason Contact EVc,;ZTR196555HCAL0;136.68
01.01.2025;195;55;R;16;XL;H;87;Continental;Unbekannt;ZTR186556VCZ00;152.71
01.01.2025;195;55;R;16;XL;H;91;Continental;AllSeason Contact 2 EVc,;ZTR195556HCZ00;127.77
01.01.2025;195;55;R;16;XL;H;87;Continental;Unbekannt;ZTR196556HCZ00;132.24
01.01.2025;195;55;R;16;XL;V;91;Continental;AllSeason Contact EVc,;ZTR195556HCAL0;127.77
01.01.2025;205;55;R;16;XL;H;91;Continental;Unbekannt;ZTR196556VCZ00;135.02
01.01.2025;205;55;R;16;XL;H;91;Continental;Unbekannt;ZTR205556HCZ00;102.73
01.01.2025;205;55;R;16;XL;H;94;Continental;AllSeason Contact 2 EVc,;ZTR205556HCZ01;102.73
01.01.2025;205;55;R;16;XL;V;91;Continental;Unbekannt;ZTR206556HCZ00;105.02
01.01.2025;205;55;R;16;XL;V;94;Continental;AllSeason Contact 2 EVc,;ZTR205556VCZ00;101.63
01.01.2025;215;55;R;16;XL;V;97;Continental;AllSeason Contact 2 EVc, N, ServOff;ZTR206556VCZ00;83.02
01.01.2025;225;55;R;16;XL;W;99;Continental;AllSeason Contact 2 EVc,;ZTR216556VCZ00;156.92
01.01.2025;205;55;R;17;XL;V;95;Continental;AllSeason Contact 2 EVc,;ZTR226556WCZ00;177.66
01.01.2025;215;55;R;17;XL;W;98;Continental;AllSeason Contact 2 EVc,;ZTR206557VCZ00;138.40
01.01.2025;215;55;R;17;XL;H;98;Continental;AllSeason Contact 2 EVc,;ZTR216557WCZ00;160.88
01.01.2025;215;55;R;17;XL;V;94;Continental;Unbekannt;ZTR216557HCAL0;155.28
01.01.2025;215;55;R;17;XL;V;94;Continental;Unbekannt;ZTR213557VCZ00;159.59
01.01.2025;215;55;R;17;XL;V;94;Continental;Unbekannt;ZTR215557VCZ00;161.87
01.01.2025;215;55;R;17;XL;V;98;Continental;AllSeason Contact 2 (+) EVc, (+),;ZTR215557VCZ0V;161.87
01.01.2025;225;55;R;17;XL;W;101;Continental;AllSeason Contact 2 EVc,;ZTR216557VCZ00;165.30
01.01.2025;225;55;R;17;XL;V;82;Continental;AllSeason Contact 2 EVc,;ZTR226557WCZ00;160.82
01.01.2025;235;55;R;17;XL;Y;103;Continental;AllSeason Contact 2 EVc,;ZTR226557VCZ00;163.01
01.01.2025;235;55;R;17;XL;H;103;Continental;AllSeason Contact 2 EVc,;ZTR236557YCZ00;164.70
01.01.2025;235;55;R;17;XL;H;99;Continental;Unbekannt;ZTR236557HCAL0;159.77
01.01.2025;235;55;R;17;XL;V;103;Continental;AllSeason Contact FIA, EVc,;ZTR235557HCAL0;163.49
01.01.2025;195;55;R;18;XL;H;93;Continental;AllSeason Contact 2 EVc,;ZTR236557VCZ00;162.86
01.01.2025;215;55;R;18;XL;T;95;Continental;Unbekannt;ZTR196558HCZ00;169.16
01.01.2025;215;55;R;18;XL;T;95;Continental;Unbekannt;ZTR215558TCZ00;156.47
01.01.2025;215;55;R;18;XL;V;99;Continental;AllSeason Contact 2 Seal EVc, N, ContiSeal (Airstop);ZTR213558TCZ00;163.79
01.01.2025;225;55;R;18;XL;V;98;Continental;Unbekannt;ZTR216558VCZ00;157.68
01.01.2025;225;55;R;18;XL;V;102;Continental;AllSeason Contact 2 EVc,;ZTR225558VCZ00;162.54
01.01.2025;225;55;R;18;XL;V;102;Continental;AllSeason Contact AO BSW, EVc, AO;ZTR226558VCALA;163.78
01.01.2025;235;55;R;18;XL;V;104;Continental;AllSeason Contact 2 EVc,;ZTR226558VCZ00;163.78
01.01.2025;235;55;R;18;XL;V;104;Continental;AllSeason Contact EVc,;ZTR236558VCZ00;158.10
01.01.2025;235;55;R;18;XL;V;100;Continental;Unbekannt;ZTR236558VCZ01;158.10
01.01.2025;235;55;R;18;XL;V;100;Continental;Unbekannt;ZTR233558VCAL0;150.88
01.01.2025;235;55;R;18;XL;V;100;Continental;Unbekannt;ZTR235558VCAL0;156.30
01.01.2025;255;55;R;18;XL;W;109;Continental;AllSeason Contact AO EVc, AO,;ZTR235558VCALA;156.30
01.01.2025;255;55;R;18;XL;T;105;Continental;Unbekannt;ZTR256558WCZ00;177.96
01.01.2025;255;55;R;18;XL;T;105;Continental;Unbekannt;ZTR253558TCZ00;197.99
01.01.2025;205;55;R;19;XL;V;97;Continental;AllSeason Contact 2 EVc,;ZTR255558TCZ00;168.47
01.01.2025;225;55;R;19;XL;V;99;Continental;Unbekannt;ZTR206559VCZ00;160.39
01.01.2025;235;55;R;19;XL;W;105;Continental;AllSeason Contact 2 EVc,;ZTR225559VCZ00;179.04
01.01.2025;235;55;R;19;XL;T;101;Continental;Unbekannt;ZTR236559WCZ00;159.59
01.01.2025;235;55;R;19;XL;T;101;Continental;Unbekannt;ZTR235559TCZ01;165.29
01.01.2025;235;55;R;19;XL;H;105;Continental;AllSeason Contact 2 Seal EVc, N, ContiSeal (Airstop);ZTR233559TCZ01;182.02
01.01.2025;235;55;R;19;XL;V;105;Continental;AllSeason Contact EVc,;ZTR236559HCZ00;173.43
